username,department,role,event_type,hour,failed_logins_10m,denied_accesses_10m,unique_resources_30m,off_hours,role_mismatch,device_mismatch,recent_password_reset,successful_recovery,department_resource_mismatch,resource_sensitivity,recent_endpoints_used,time_since_last_event_seconds,sequence_pattern,historical_user_deviation,user_baseline_risk,repeated_resource_accesses,resource_traversal_count,label
liam,finance,Finance Assistant,login_success,9,0,1,3,0,0,0,0,0,0,2,2,470,normal_login_access,0.233,0.102,1,1,normal
rosie,sales,Sales Support Coordinator,login_success,11,0,0,4,0,0,0,0,0,0,1,1,573,normal_login_access,0.237,0.171,2,2,normal
lily,hr,HR Assistant,file_access_success,10,0,0,3,0,0,0,0,0,1,3,1,133,normal_login_access,0.026,0.031,1,1,normal
mia,hr,HR Administrator,login_success,13,0,0,3,0,0,0,0,0,0,2,1,1587,repeated_legitimate_access,0.023,0.074,1,3,normal
grace,finance,Finance Manager,login_success,20,0,0,3,1,0,0,0,0,0,1,1,1557,routine_access,0.053,0.141,3,2,normal
ella,sales,Senior Sales Executive,login_success,14,1,0,2,0,0,0,0,1,0,3,1,1748,normal_login_access,0.075,0.058,3,3,normal
daisy,sales,Business Development Executive,file_access_success,9,0,0,3,0,0,0,0,0,0,3,1,954,repeated_legitimate_access,0.147,0.093,3,1,normal
ryan,it,Network Administrator,login_success,16,0,0,3,0,0,0,0,0,0,2,1,1680,routine_access,0.199,0.105,3,1,normal
henry,sales,Account Executive,login_success,13,0,0,5,0,0,0,0,0,0,1,1,1449,normal_login_access,0.107,0.147,4,2,normal
nina,office_admin,Site Administrator,file_access_success,10,0,0,1,0,0,0,0,0,1,1,1,1673,repeated_legitimate_access,0.233,0.091,3,1,normal
alex,it,IT Manager,file_access_success,14,0,0,5,0,0,0,0,0,0,1,1,545,normal_login_access,0.095,0.058,3,2,normal
lucy,it,Monitoring and Logging Analyst,file_access_success,11,0,0,1,0,0,0,0,0,0,2,2,145,normal_login_access,0.188,0.192,1,2,normal
freya,sales,Sales Executive,login_success,7,0,0,3,1,0,0,0,0,0,1,1,1125,routine_access,0.017,0.116,3,2,normal
sophie,finance,Payroll Administrator,login_success,15,1,0,5,0,0,0,0,1,0,2,1,1603,routine_access,0.169,0.157,3,1,normal
freya,sales,Sales Executive,login_success,16,0,0,1,0,0,0,0,0,0,2,1,787,repeated_legitimate_access,0.142,0.172,2,3,normal
charlie,sales,Sales Support Assistant,file_access_success,15,0,0,3,0,0,0,0,0,0,3,1,1562,repeated_legitimate_access,0.066,0.073,1,2,normal
isla,hr,Recruitment Advisor,login_success,8,0,0,5,0,0,0,0,0,0,2,1,775,normal_login_access,0.145,0.149,0,3,normal
mason,hr,Recruitment Coordinator,file_access_success,14,2,0,4,0,0,0,0,1,0,1,1,601,normal_login_access,0.17,0.199,2,3,normal
erin,it,Identity and Access Administrator,login_success,11,0,0,4,0,0,0,0,0,0,2,2,571,normal_login_access,0.063,0.14,3,1,normal
jack,sales,Senior Sales Executive,file_access_success,12,0,0,5,0,0,0,0,0,0,1,1,183,repeated_legitimate_access,0.079,0.046,2,3,normal
grace,finance,Finance Manager,login_success,14,0,0,4,0,0,0,0,0,0,2,1,279,normal_login_access,0.132,0.115,4,1,normal
sophie,finance,Payroll Administrator,login_success,15,0,0,2,0,0,0,0,0,0,3,1,1220,routine_access,0.153,0.178,1,1,normal
grace,finance,Finance Manager,file_access_success,14,0,0,1,0,0,0,0,0,0,2,1,158,normal_login_access,0.012,0.145,1,1,normal
henry,sales,Account Executive,login_success,14,0,0,3,0,0,0,0,0,0,3,1,77,normal_login_access,0.237,0.174,2,3,normal
sam,it,Junior IT Support Technician,file_access_success,17,0,0,3,0,0,0,0,0,0,1,1,687,repeated_legitimate_access,0.017,0.043,2,1,normal
charlie,sales,Sales Support Assistant,login_success,14,0,0,2,0,0,0,0,0,0,1,1,132,repeated_legitimate_access,0.075,0.08,0,2,normal
ethan,hr,HR Advisor,file_access_success,13,2,0,1,0,0,0,0,0,0,1,1,602,routine_access,0.171,0.042,2,1,normal
liam,finance,Finance Assistant,login_success,11,0,0,2,0,0,0,0,0,0,3,1,427,repeated_legitimate_access,0.129,0.025,0,3,normal
freya,sales,Sales Executive,file_access_success,15,0,0,2,0,0,0,0,0,0,3,1,912,repeated_legitimate_access,0.186,0.035,0,2,normal
ruby,sales,Sales Executive,file_access_success,12,0,0,3,0,0,0,0,0,0,1,1,679,repeated_legitimate_access,0.138,0.093,4,1,normal
charlie,sales,Sales Support Assistant,login_success,13,0,0,3,0,0,0,0,0,0,1,1,1239,normal_login_access,0.04,0.04,1,3,normal
ella,sales,Senior Sales Executive,file_access_success,16,0,0,5,0,0,0,0,0,0,1,1,255,routine_access,0.181,0.175,1,3,normal
owen,it,Endpoint Administrator,file_access_success,14,0,0,3,0,0,0,0,0,0,2,1,1410,normal_login_access,0.167,0.078,4,3,normal
zoe,it,Systems Administrator,login_success,13,0,0,3,0,0,0,0,0,0,2,1,672,normal_login_access,0.207,0.188,3,3,normal
nathan,it,Senior Systems Administrator,file_access_success,10,0,0,4,0,0,0,0,0,0,1,1,1377,routine_access,0.21,0.013,0,3,normal
zoe,it,Systems Administrator,login_success,12,0,0,3,0,0,0,0,0,0,1,1,670,routine_access,0.043,0.098,2,2,normal
olivia,finance,Financial Reporting Accountant,login_success,17,0,0,3,0,0,0,0,0,0,2,1,752,normal_login_access,0.105,0.173,3,1,normal
victoria,office_admin,Office Manager,file_access_success,10,0,0,1,0,0,0,0,0,0,1,1,1081,repeated_legitimate_access,0.214,0.05,2,2,normal
ella,sales,Senior Sales Executive,login_success,13,0,0,4,0,0,0,0,0,1,3,2,1509,repeated_legitimate_access,0.084,0.007,2,3,normal
liam,finance,Finance Assistant,login_success,12,0,0,5,0,0,0,0,0,0,3,2,779,normal_login_access,0.202,0.012,1,1,normal
hannah,it,Security Administrator,file_access_success,17,0,0,1,0,0,0,0,0,0,1,1,827,repeated_legitimate_access,0.133,0.071,1,1,normal
harry,hr,People Operations Administrator,file_access_success,11,0,0,3,0,0,0,0,0,0,1,1,831,normal_login_access,0.217,0.117,2,2,normal
adam,it,Senior IT Support Engineer,login_success,17,0,1,3,0,0,0,0,0,0,2,1,311,routine_access,0.177,0.046,1,1,normal
ella,sales,Senior Sales Executive,login_success,6,1,0,5,1,0,0,0,1,0,3,1,1392,routine_access,0.173,0.053,3,3,normal
owen,it,Endpoint Administrator,file_access_success,8,0,0,3,0,0,0,0,0,0,2,2,292,repeated_legitimate_access,0.049,0.162,4,1,normal
leo,hr,Learning and Development Coordinator,file_access_success,13,0,0,2,0,0,0,0,0,0,2,2,547,normal_login_access,0.011,0.176,0,2,normal
rosie,sales,Sales Support Coordinator,login_success,12,0,0,3,0,0,0,0,0,0,1,1,1392,routine_access,0.159,0.164,4,1,normal
lucas,sales,Sales Manager,file_access_success,17,0,0,5,0,0,0,0,0,0,3,1,1158,routine_access,0.14,0.091,3,3,normal
ryan,it,Network Administrator,login_success,11,0,0,5,0,0,0,0,0,0,2,1,503,routine_access,0.054,0.089,0,2,normal
nathan,it,Senior Systems Administrator,login_success,17,0,0,4,0,0,0,0,0,0,2,1,1651,routine_access,0.02,0.196,3,3,normal
sarah,hr,HR Manager,file_access_success,10,0,0,1,0,0,0,0,0,0,2,1,818,normal_login_access,0.137,0.175,3,1,normal
rosie,sales,Sales Support Coordinator,file_access_success,13,0,0,2,0,0,0,0,0,0,1,2,1219,routine_access,0.007,0.083,3,1,normal
sarah,hr,HR Manager,login_success,14,0,0,3,0,0,0,0,0,0,2,1,420,normal_login_access,0.191,0.15,4,2,normal
hannah,it,Security Administrator,login_success,17,0,0,1,0,0,0,0,0,0,1,1,1163,routine_access,0.104,0.144,2,2,normal
callum,it,IT Support Technician,login_success,15,0,0,4,0,0,0,0,0,0,1,1,674,normal_login_access,0.149,0.043,0,2,normal
adam,it,Senior IT Support Engineer,login_success,12,0,0,3,0,0,0,0,0,0,1,1,357,routine_access,0.078,0.134,1,2,normal
chloe,hr,HR Advisor,login_success,11,0,0,2,0,0,0,0,0,0,2,1,1013,routine_access,0.205,0.068,2,2,normal
liam,finance,Finance Assistant,login_success,12,0,0,4,0,0,0,0,0,0,2,2,804,normal_login_access,0.174,0.073,2,1,normal
nathan,it,Senior Systems Administrator,file_access_success,10,0,0,4,0,0,0,0,0,0,3,1,1777,repeated_legitimate_access,0.178,0.018,4,1,normal
jack,sales,Senior Sales Executive,login_success,13,0,1,5,0,0,0,0,0,0,1,2,1104,normal_login_access,0.022,0.072,4,3,normal
daniel,finance,Senior Accountant,login_success,9,0,0,4,0,0,0,0,0,0,1,1,240,routine_access,0.046,0.179,2,1,normal
leo,hr,Learning and Development Coordinator,file_access_success,15,0,0,1,0,0,0,0,0,0,3,1,37,repeated_legitimate_access,0.211,0.05,1,2,normal
chloe,hr,HR Advisor,login_success,14,0,0,3,0,0,0,0,0,0,1,1,531,repeated_legitimate_access,0.016,0.049,1,1,normal
daisy,sales,Business Development Executive,login_success,11,0,0,2,0,0,0,0,0,0,1,1,34,routine_access,0.027,0.037,1,3,normal
poppy,sales,Sales Administrator,file_access_success,14,0,0,5,0,0,0,0,0,0,3,2,1183,normal_login_access,0.162,0.037,1,2,normal
jake,finance,Financial Analyst,file_access_success,8,0,0,3,0,0,0,0,0,0,2,1,1641,normal_login_access,0.017,0.098,1,3,normal
ben,office_admin,Deputy Office Manager,file_access_success,10,0,0,4,0,0,0,0,0,0,2,1,997,normal_login_access,0.241,0.052,3,3,normal
callum,it,IT Support Technician,file_access_success,18,0,0,5,0,0,0,0,0,0,1,2,1408,normal_login_access,0.184,0.036,3,2,normal
harry,hr,People Operations Administrator,file_access_success,10,1,0,4,0,1,0,0,1,0,1,1,1328,normal_login_access,0.035,0.112,3,2,normal
liam,finance,Finance Assistant,file_access_success,12,0,0,1,0,0,0,0,0,0,1,1,781,normal_login_access,0.19,0.162,0,1,normal
lucy,it,Monitoring and Logging Analyst,login_success,11,0,0,3,0,0,0,0,0,0,2,1,195,repeated_legitimate_access,0.055,0.195,4,2,normal
isla,hr,Recruitment Advisor,login_success,16,1,1,2,0,0,0,0,1,0,3,1,699,routine_access,0.016,0.136,4,1,normal
noah,finance,Credit Controller,login_success,19,0,0,3,1,0,0,0,0,0,1,1,668,normal_login_access,0.023,0.037,3,2,normal
ethan,hr,HR Advisor,file_access_success,13,2,0,1,0,0,0,0,1,0,2,1,1482,normal_login_access,0.065,0.173,4,2,normal
sarah,hr,HR Manager,login_success,6,0,0,2,1,0,0,0,0,0,1,1,108,repeated_legitimate_access,0.207,0.065,0,1,normal
lucas,sales,Sales Manager,login_success,18,0,0,3,0,0,0,0,0,0,2,1,1124,routine_access,0.138,0.167,0,2,normal
megan,it,IT Support Engineer,login_success,6,0,0,5,1,0,0,0,0,0,3,1,570,normal_login_access,0.146,0.175,2,1,normal
nina,office_admin,Site Administrator,login_success,12,0,0,5,0,0,0,0,0,0,1,1,134,routine_access,0.054,0.117,0,1,normal
rosie,sales,Sales Support Coordinator,login_success,15,0,0,4,0,0,0,0,0,0,1,1,1046,repeated_legitimate_access,0.047,0.012,4,2,normal
harry,hr,People Operations Administrator,login_success,12,0,0,1,0,0,0,0,0,0,1,1,1508,repeated_legitimate_access,0.125,0.066,3,1,normal
zoe,it,Systems Administrator,file_access_success,11,0,0,2,0,0,0,0,0,1,1,1,1655,repeated_legitimate_access,0.115,0.115,1,1,normal
ava,hr,Employee Relations Advisor,login_success,10,0,0,1,0,0,0,0,0,0,1,1,344,repeated_legitimate_access,0.169,0.023,4,1,normal
sophie,finance,Payroll Administrator,login_success,10,0,0,3,0,0,0,0,0,1,3,1,1697,repeated_legitimate_access,0.098,0.036,1,1,normal
millie,sales,Account Executive,login_success,16,0,0,4,0,0,0,1,1,0,2,2,493,routine_access,0.032,0.099,2,1,normal
sam,it,Junior IT Support Technician,login_success,16,0,0,1,0,1,0,0,0,0,3,1,49,repeated_legitimate_access,0.024,0.145,0,3,normal
leo,hr,Learning and Development Coordinator,file_access_success,17,0,0,4,0,0,0,0,0,0,2,1,1022,normal_login_access,0.22,0.082,1,3,normal
grace,finance,Finance Manager,login_success,11,0,0,2,0,0,0,0,0,0,1,1,309,normal_login_access,0.078,0.012,1,3,normal
erin,it,Identity and Access Administrator,file_access_success,10,0,0,2,0,0,0,0,0,0,1,1,546,normal_login_access,0.177,0.144,3,3,normal
amelia,hr,Senior HR Advisor,login_success,17,0,0,4,0,0,0,0,0,0,1,1,534,routine_access,0.07,0.168,2,1,normal
charlie,sales,Sales Support Assistant,file_access_success,15,0,1,5,0,0,0,1,1,0,3,1,1674,repeated_legitimate_access,0.197,0.187,3,3,normal
ruby,sales,Sales Executive,login_success,12,0,0,3,0,0,0,0,0,0,2,2,764,repeated_legitimate_access,0.033,0.099,0,1,normal
rosie,sales,Sales Support Coordinator,login_success,14,1,0,5,0,0,0,0,1,0,3,1,1097,normal_login_access,0.071,0.109,1,2,normal
hannah,it,Security Administrator,file_access_success,10,0,0,2,0,0,0,0,0,1,3,1,206,routine_access,0.227,0.116,0,2,normal
hannah,it,Security Administrator,file_access_success,13,1,0,4,0,0,0,0,0,1,3,1,1498,normal_login_access,0.202,0.107,1,2,normal
charlie,sales,Sales Support Assistant,file_access_success,10,0,0,2,0,0,0,0,0,0,2,1,42,routine_access,0.004,0.085,4,3,normal
harry,hr,People Operations Administrator,file_access_success,14,0,0,4,0,0,0,0,0,0,3,1,1010,routine_access,0.114,0.118,4,2,normal
nina,office_admin,Site Administrator,file_access_success,11,0,0,5,0,0,0,0,0,0,1,1,299,normal_login_access,0.164,0.016,2,1,normal
ava,hr,Employee Relations Advisor,file_access_success,11,0,0,5,0,0,0,0,0,0,3,1,751,normal_login_access,0.183,0.098,3,1,normal
freya,sales,Sales Executive,login_success,12,2,1,5,0,0,0,0,1,0,2,1,1218,repeated_legitimate_access,0.075,0.094,1,1,normal
mason,hr,Recruitment Coordinator,file_access_success,14,0,0,2,0,0,0,0,0,0,2,1,758,normal_login_access,0.14,0.068,2,2,normal
lucy,it,Monitoring and Logging Analyst,file_access_success,10,1,0,5,0,0,0,0,1,0,3,1,1574,repeated_legitimate_access,0.017,0.176,2,1,normal
alfie,sales,Sales Executive,file_access_success,12,0,0,1,0,0,0,0,0,0,2,1,351,repeated_legitimate_access,0.133,0.011,1,2,normal
daniel,finance,Senior Accountant,login_success,11,1,0,5,0,0,0,0,1,0,1,1,960,normal_login_access,0.184,0.101,0,1,normal
lucas,sales,Sales Manager,login_success,13,0,1,1,0,0,0,0,0,0,2,1,506,repeated_legitimate_access,0.219,0.083,4,2,normal
megan,it,IT Support Engineer,file_access_success,16,0,0,3,0,0,0,0,0,0,1,1,1177,normal_login_access,0.127,0.172,3,1,normal
henry,sales,Account Executive,file_access_success,8,0,0,1,0,0,0,0,0,0,2,1,1695,repeated_legitimate_access,0.117,0.08,1,3,normal
ethan,hr,HR Advisor,file_access_success,11,1,0,4,0,0,0,0,1,0,2,1,787,routine_access,0.103,0.195,1,3,normal
callum,it,IT Support Technician,file_access_success,19,0,0,4,1,0,0,0,0,0,1,1,461,routine_access,0.249,0.054,2,3,normal
freya,sales,Sales Executive,login_success,14,0,0,1,0,0,0,0,0,0,2,1,377,repeated_legitimate_access,0.174,0.113,4,1,normal
leo,hr,Learning and Development Coordinator,login_success,13,0,0,1,0,0,0,0,0,0,2,1,639,normal_login_access,0.169,0.154,3,3,normal
emma,finance,Accounts Payable Assistant,file_access_success,12,0,0,5,0,0,0,0,0,0,3,1,1441,normal_login_access,0.132,0.086,3,3,normal
alex,it,IT Manager,login_success,10,0,0,1,0,0,0,0,0,0,2,1,1149,normal_login_access,0.12,0.154,4,2,normal
lily,hr,HR Assistant,file_access_success,14,0,0,4,0,0,0,0,0,0,2,1,1576,normal_login_access,0.141,0.12,4,2,normal
amelia,hr,Senior HR Advisor,file_access_success,11,0,0,3,0,0,0,0,0,0,3,2,271,repeated_legitimate_access,0.033,0.197,1,2,normal
charlie,sales,Sales Support Assistant,file_access_success,16,0,0,4,0,0,0,0,0,0,1,2,1407,repeated_legitimate_access,0.181,0.043,0,1,normal
isla,hr,Recruitment Advisor,login_success,16,0,0,2,0,0,0,0,0,0,2,1,1664,repeated_legitimate_access,0.035,0.049,3,1,normal
ben,office_admin,Deputy Office Manager,file_access_success,14,0,0,3,0,0,0,0,0,1,1,1,874,normal_login_access,0.206,0.167,1,2,normal
poppy,sales,Sales Administrator,login_success,14,0,0,4,0,0,0,0,0,0,1,1,1477,repeated_legitimate_access,0.093,0.151,0,1,normal
nathan,it,Senior Systems Administrator,file_access_success,14,0,0,5,0,0,0,0,0,0,1,1,542,routine_access,0.169,0.012,1,2,normal
sophie,finance,Payroll Administrator,login_success,15,0,0,1,0,0,0,0,0,0,2,1,1744,routine_access,0.12,0.144,3,1,normal
adam,it,Senior IT Support Engineer,file_access_success,9,0,0,4,0,0,0,0,0,0,3,2,146,routine_access,0.15,0.126,3,3,normal
sophie,finance,Payroll Administrator,file_access_success,9,0,0,1,0,0,0,0,0,0,1,1,514,normal_login_access,0.131,0.074,3,1,normal
harry,hr,People Operations Administrator,login_success,9,0,0,4,0,0,0,0,0,0,2,1,942,normal_login_access,0.196,0.056,3,3,normal
noah,finance,Credit Controller,login_success,8,0,0,2,0,0,0,0,0,0,2,1,189,repeated_legitimate_access,0.187,0.128,3,3,normal
ella,sales,Senior Sales Executive,login_success,16,0,0,1,0,0,0,0,0,0,2,1,1643,normal_login_access,0.246,0.168,2,1,normal
archie,hr,HR Assistant,file_access_success,16,0,0,5,0,0,0,0,0,0,3,1,487,repeated_legitimate_access,0.114,0.196,1,1,normal
millie,sales,Account Executive,login_success,12,1,0,2,0,0,0,0,1,0,2,1,424,normal_login_access,0.119,0.172,0,1,normal
lily,hr,HR Assistant,login_success,10,0,0,2,0,0,0,0,0,0,2,1,673,routine_access,0.064,0.075,2,3,normal
ethan,hr,HR Advisor,login_success,15,0,0,5,0,0,0,0,0,0,1,1,990,normal_login_access,0.005,0.001,2,3,normal
ella,sales,Senior Sales Executive,login_success,13,0,0,2,0,0,0,0,0,0,3,1,1524,routine_access,0.135,0.136,3,2,normal
ryan,it,Network Administrator,file_access_success,14,1,0,2,0,0,0,0,0,0,1,1,680,normal_login_access,0.144,0.091,3,2,normal
daisy,sales,Business Development Executive,login_success,10,1,0,2,0,0,0,0,1,0,3,1,694,routine_access,0.188,0.029,0,2,normal
hannah,it,Security Administrator,file_access_success,17,0,0,1,0,0,0,0,0,0,3,1,1049,routine_access,0.072,0.084,0,1,normal
george,sales,Business Development Executive,login_success,13,0,0,4,0,0,0,0,0,0,1,1,390,routine_access,0.05,0.106,3,1,normal
callum,it,IT Support Technician,login_success,18,0,0,3,0,0,0,0,0,0,3,1,767,normal_login_access,0.147,0.178,2,2,normal
mia,hr,HR Administrator,login_success,12,0,0,4,0,0,0,0,0,0,2,1,541,repeated_legitimate_access,0.039,0.02,0,1,normal
alfie,sales,Sales Executive,file_access_success,10,1,0,5,0,0,0,0,1,0,3,1,505,normal_login_access,0.102,0.175,0,3,normal
george,sales,Business Development Executive,login_success,12,0,0,2,0,0,0,0,0,0,1,1,1312,repeated_legitimate_access,0.104,0.177,2,1,normal
sarah,hr,HR Manager,file_access_success,9,0,0,5,0,0,0,0,0,0,2,1,1342,repeated_legitimate_access,0.13,0.169,1,1,normal
george,sales,Business Development Executive,login_success,15,0,0,2,0,0,0,0,0,0,3,1,489,normal_login_access,0.036,0.023,2,2,normal
olivia,finance,Financial Reporting Accountant,file_access_success,13,0,0,1,0,0,0,0,0,0,1,1,1078,normal_login_access,0.021,0.035,4,1,normal
noah,finance,Credit Controller,login_success,14,0,0,5,0,0,0,0,0,0,1,1,107,repeated_legitimate_access,0.033,0.036,2,2,normal
alfie,sales,Sales Executive,file_access_success,16,0,0,5,0,0,0,0,0,0,2,1,976,normal_login_access,0.017,0.145,3,1,normal
rosie,sales,Sales Support Coordinator,login_success,15,0,0,3,0,0,0,0,0,0,3,1,1184,repeated_legitimate_access,0.157,0.044,3,2,normal
george,sales,Business Development Executive,file_access_success,16,0,0,5,0,0,0,0,0,0,1,1,1043,repeated_legitimate_access,0.103,0.11,0,2,normal
lily,hr,HR Assistant,login_success,18,1,0,5,1,0,0,0,1,0,2,1,1426,routine_access,0.143,0.138,2,3,normal
archie,hr,HR Assistant,login_success,17,1,0,5,0,0,0,0,1,0,2,1,252,normal_login_access,0.005,0.169,4,3,normal
millie,sales,Account Executive,login_success,15,0,0,1,0,0,0,0,0,0,1,1,887,routine_access,0.133,0.148,0,2,normal
ben,office_admin,Deputy Office Manager,file_access_success,12,0,0,5,0,0,0,0,0,0,3,1,553,routine_access,0.106,0.133,0,2,normal
mia,hr,HR Administrator,login_success,20,0,0,4,1,1,0,0,0,0,3,1,596,normal_login_access,0.067,0.145,2,2,normal
victoria,office_admin,Office Manager,login_success,12,1,0,2,0,0,0,0,1,0,1,2,1156,repeated_legitimate_access,0.136,0.157,4,3,normal
amelia,hr,Senior HR Advisor,file_access_success,12,0,0,2,0,0,0,0,0,0,2,1,84,normal_login_access,0.149,0.089,2,2,normal
sophie,finance,Payroll Administrator,file_access_success,11,0,1,4,0,0,0,0,0,0,1,1,1725,repeated_legitimate_access,0.155,0.146,3,2,normal
alex,it,IT Manager,file_access_success,9,0,0,5,0,0,0,0,0,0,1,1,1180,repeated_legitimate_access,0.074,0.12,4,2,normal
lucy,it,Monitoring and Logging Analyst,login_success,9,0,0,5,0,0,0,0,0,0,3,1,840,normal_login_access,0.206,0.145,0,1,normal
jake,finance,Financial Analyst,login_success,17,0,0,5,0,0,0,0,0,0,1,1,737,routine_access,0.007,0.099,1,2,normal
freya,sales,Sales Executive,file_access_success,9,0,0,2,0,0,0,0,0,0,1,1,96,normal_login_access,0.091,0.095,0,2,normal
daniel,finance,Senior Accountant,login_success,8,0,0,5,0,0,0,0,0,0,2,1,1182,normal_login_access,0.005,0.094,0,3,normal
millie,sales,Account Executive,login_success,13,0,0,1,0,0,0,0,0,0,2,1,1448,repeated_legitimate_access,0.085,0.079,3,2,normal
alfie,sales,Sales Executive,login_success,12,0,0,1,0,0,0,0,0,0,1,2,623,routine_access,0.13,0.101,4,3,normal
callum,it,IT Support Technician,login_success,16,0,0,5,0,0,0,1,0,0,1,2,1236,repeated_legitimate_access,0.024,0.075,1,3,normal
megan,it,IT Support Engineer,file_access_success,10,0,0,2,0,0,0,0,0,0,2,1,1558,routine_access,0.0,0.171,0,3,normal
noah,finance,Credit Controller,file_access_success,9,0,0,3,0,0,0,0,0,0,3,1,557,routine_access,0.222,0.044,0,2,normal
freya,sales,Sales Executive,file_access_success,17,0,0,3,0,1,0,0,0,0,3,1,1502,normal_login_access,0.141,0.135,3,3,normal
sam,it,Junior IT Support Technician,file_access_success,16,0,0,4,0,0,0,0,0,0,3,1,1237,normal_login_access,0.154,0.17,1,3,normal
erin,it,Identity and Access Administrator,login_success,10,0,1,4,0,0,0,0,0,0,2,1,1568,routine_access,0.107,0.036,4,2,normal
rosie,sales,Sales Support Coordinator,login_success,15,0,0,1,0,0,0,0,0,0,1,1,825,routine_access,0.15,0.063,4,3,normal
isla,hr,Recruitment Advisor,login_success,14,0,0,4,0,0,0,0,0,0,2,1,194,normal_login_access,0.132,0.153,0,1,normal
sam,it,Junior IT Support Technician,file_access_success,17,0,0,2,0,0,0,0,0,0,2,1,261,repeated_legitimate_access,0.218,0.081,0,2,normal
jake,finance,Financial Analyst,file_access_success,11,0,0,2,0,0,0,0,0,0,1,1,1185,normal_login_access,0.038,0.195,3,1,normal
rosie,sales,Sales Support Coordinator,login_success,14,0,0,5,0,0,0,0,0,0,3,1,530,normal_login_access,0.176,0.159,1,3,normal
alex,it,IT Manager,file_access_success,6,0,0,5,1,0,0,0,0,0,3,1,235,normal_login_access,0.247,0.138,2,2,normal
millie,sales,Account Executive,login_success,15,0,0,5,0,0,0,0,0,0,1,1,567,normal_login_access,0.103,0.141,3,2,normal
sophie,finance,Payroll Administrator,file_access_success,15,0,0,4,0,0,0,0,0,0,2,1,528,normal_login_access,0.178,0.155,1,3,normal
ava,hr,Employee Relations Advisor,file_access_success,10,0,0,5,0,0,0,0,0,0,3,1,912,repeated_legitimate_access,0.071,0.009,1,2,normal
nathan,it,Senior Systems Administrator,file_access_success,12,0,0,3,0,0,0,0,0,0,2,1,1493,routine_access,0.136,0.007,2,3,normal
callum,it,IT Support Technician,file_access_success,14,0,0,2,0,0,0,0,0,0,1,1,1186,normal_login_access,0.119,0.128,1,3,normal
alex,it,IT Manager,login_success,9,0,0,4,0,0,0,0,0,0,1,1,1023,routine_access,0.047,0.138,2,2,normal
callum,it,IT Support Technician,login_success,13,1,0,1,0,0,0,0,1,0,3,1,1210,normal_login_access,0.17,0.087,4,3,normal
daisy,sales,Business Development Executive,login_success,10,0,0,5,0,0,0,0,0,0,2,1,1153,repeated_legitimate_access,0.105,0.192,2,1,normal
sam,it,Junior IT Support Technician,file_access_success,14,0,0,1,0,0,0,0,0,0,2,1,1408,repeated_legitimate_access,0.062,0.112,0,3,normal
mia,hr,HR Administrator,file_access_success,12,0,0,5,0,0,0,0,0,0,2,1,496,normal_login_access,0.138,0.093,3,3,normal
chloe,hr,HR Advisor,login_success,9,0,0,3,0,0,0,0,0,0,2,1,307,routine_access,0.155,0.108,0,2,normal
ryan,it,Network Administrator,file_access_success,16,0,0,5,0,0,0,1,1,0,2,1,1486,routine_access,0.007,0.09,0,2,normal
ryan,it,Network Administrator,file_access_success,8,0,0,3,0,0,0,0,0,0,3,1,754,normal_login_access,0.116,0.09,3,2,normal
daniel,finance,Senior Accountant,login_success,13,0,0,2,0,0,0,0,0,0,3,1,1694,repeated_legitimate_access,0.094,0.178,2,2,normal
oscar,sales,Sales Executive,login_success,16,0,0,1,0,0,0,0,0,0,1,1,873,routine_access,0.192,0.111,4,3,normal
freya,sales,Sales Executive,login_success,6,0,0,5,1,0,0,0,0,0,2,1,1116,repeated_legitimate_access,0.018,0.197,0,1,normal
adam,it,Senior IT Support Engineer,login_success,17,0,0,2,0,0,0,1,1,0,3,1,956,routine_access,0.114,0.184,2,1,normal
george,sales,Business Development Executive,login_success,17,1,0,1,0,0,0,1,0,0,3,1,1021,repeated_legitimate_access,0.003,0.117,4,3,normal
adam,it,Senior IT Support Engineer,file_access_success,11,0,0,3,0,0,0,0,0,0,2,1,1778,repeated_legitimate_access,0.137,0.156,2,2,normal
olivia,finance,Financial Reporting Accountant,login_success,14,0,0,4,0,0,0,0,0,0,3,1,328,repeated_legitimate_access,0.105,0.011,1,2,normal
henry,sales,Account Executive,login_success,15,0,0,1,0,0,0,0,0,0,1,1,719,routine_access,0.12,0.183,3,2,normal
mason,hr,Recruitment Coordinator,file_access_success,13,0,0,5,0,0,0,0,0,0,1,1,1727,routine_access,0.033,0.058,4,3,normal
grace,finance,Finance Manager,file_access_success,20,0,0,3,1,0,0,0,0,0,3,1,296,repeated_legitimate_access,0.179,0.139,1,3,normal
sarah,hr,HR Manager,login_success,10,0,0,3,0,0,0,0,0,0,2,1,1373,routine_access,0.189,0.059,2,2,normal
oscar,sales,Sales Executive,file_access_success,9,0,0,2,0,0,0,0,0,0,2,1,517,repeated_legitimate_access,0.016,0.13,0,3,normal
mia,hr,HR Administrator,login_success,9,0,0,4,0,0,0,0,0,0,1,1,1391,normal_login_access,0.136,0.153,0,1,normal
millie,sales,Account Executive,login_success,7,0,0,1,1,0,0,0,0,0,3,1,334,routine_access,0.208,0.118,4,1,normal
lucy,it,Monitoring and Logging Analyst,login_success,12,0,0,3,0,0,0,0,0,0,2,1,615,routine_access,0.234,0.104,1,1,normal
millie,sales,Account Executive,file_access_success,13,0,0,5,0,0,0,0,0,0,2,1,1408,routine_access,0.217,0.024,4,1,normal
